"body","PR_ID","acknowledgement","action","apology","citation","code","commit","disagreement","emoji","greeting","offer","opinion","question","request","requirement","statement","suggestion","summon","thank","welcome"
"I think it was probably to minimize line length, but I agree it reads strangely at first. I'll change it.","C 0001467",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Leftovers from whoever coded this function in the app generator. They must've been tired of scrolling. This isn't a problem anymore, so I'll remove the comment.","C 0001468",0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0
"`#gem_for_database` is used in the app generator, I just want the gem's name here though.","C 0001469",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"I tried these, but found the repeated arg destructing easier to read. I can change if you feel strongly about it.","C 0001470",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Good question. I initially tried to generate all test apps without `--skip-gemfile`, but then rails will run `bundle install` and crash because rails 6 isn't released yet. I just noticed we have `skip_bundle` as an app generator option, so I'll try using that, and using the gem template in generator tests. ","C 0001471",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Try ""database type""? It's not brilliant, but maybe an improvement? Or ""database platform""?","C 0001472",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0
"Using ""database system"" would match the command name and reinforce the concept. But it's perhaps not expounding on what a ""database system"" means, that meaning only comes from seeing MySQL, Postgres and the gang.","C 0001473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"So it's possible for users to call `rails g db:system:change`? I thought this generator was internal and sufficiently called via it's class `start` method from the command?","C 0001474",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Forgot to ask, how are we handling cases where people who may have changed their `config/database.yml` when calling this command?","C 0001475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"> Forgot to ask, how are we handling cases where people who may have changed their config/database.yml when calling this command?_x000D_
_x000D_
The generator will detect a configuration file already exists and gives options to overwrite, show a diff, reject the change, or merge the two files together._x000D_
_x000D_
Eg._x000D_
_x000D_
```_x000D_
rails g db:system:change --to mysql_x000D_
    conflict  config/database.yml_x000D_
Overwrite /Users/gannon/dummy/config/database.yml? (enter ""h"" for help) [Ynaqdhm] h_x000D_
        Y - yes, overwrite_x000D_
        n - no, do not overwrite_x000D_
        a - all, overwrite this and all others_x000D_
        q - quit, abort_x000D_
        d - diff, show the differences between the old and the new_x000D_
        h - help, show this help_x000D_
        m - merge, run merge tool_x000D_
Overwrite /Users/gannon/dummy/config/database.yml? (enter ""h"" for help) [Ynaqdhm]_x000D_
```","C 0001476",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I've hidden the change generator, reverted the patch to call it with `rails g`, and removed the static gemfile strings in favour of template evaluation. Let me know if there's anything else this PR needs to get shipped!","C 0001477",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Hey, Thanks for adding this!_x000D_
<del>Since this PR is merged we should close #34710, and #34732?</del>_x000D_
Also, I think we should exclude `db:change` from `commands` (`railties/lib/rails/command.rb` file) in order to not show it on `rails --help`, (we should show `db:system:change` instead)._x000D_
Sorry for the too late review._x000D_
_x000D_
Edited: Seems like `Rails::Command::Db::System::ChangeCommand.printing_commands` returns `[""db:change""]` instead of [`db:system:change`].","C 0001478",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"cc @gmcgibbon ","C 0001479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Thanks for pointing that out @bogdanvlviv, I'll see what I can do!","C 0001480",0,0,0,0,0,1,0,0,0,0,1,0,0,2,4,0,0,0,0
"Happy New Year!  🎉 ","C 0001481",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"Active Storage now uses ImageProcessing as the backend for variants in Rails 6, so the documentation is correct. Thanks!_x000D_
_x000D_
You can also see more information in the change log 😊","C 0001482",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Thanks, but it reads better as is :)","C 0001483",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"Minor thing, but would you mind adding a space after `image/tiff` so it will balance out the braces?","C 0001484",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
"@sikachu done.","C 0001485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Given that TIFF isn’t supported by Chrome or Firefox, I don’t think we can avoid converting TIFF variants to PNG. This is a list of image formats supported by virtually *all* browsers.","C 0001486",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"```suggestion_x000D_
*   Permit generating variants of TIFF images._x000D_
```","C 0001487",0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"Can you move this up under the `resized variation of ICO blob` test?","C 0001488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"@georgeclaghorn done","C 0001489",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"@georgeclaghorn done","C 0001490",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Last thing: let’s convert the existing `racecar.jpg` fixture to TIFF instead of introducing a new document of unknown provenance. You can generate `racecar.tif` with the following ImageMagick command:_x000D_
_x000D_
```shell_x000D_
$ convert -compress none activestorage/test/fixtures/racecar.jpg activestorage/test/fixtures/racecar.tif_x000D_
```_x000D_
_x000D_
I’d just give you the resulting TIFF file, but GitHub doesn’t allow attaching it and I’m too lazy to upload it elsewhere.","C 0001491",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"@georgeclaghorn well done sir! let me know if looks good!","C 0001492",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
":wave:,_x000D_
This should be covered by https://github.com/rails/rails/pull/34812","C 0001493",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"@bogdanvlviv feel free to cherry-pick it if you want.","C 0001494",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"We can check a single blob’s key and lean on `create_blob`’s defaults:_x000D_
_x000D_
```ruby_x000D_
test ""create after upload generates a 28-character base36 key"" do_x000D_
  assert_match(/^[a-z0-9]{28}$/, create_blob.key)_x000D_
end_x000D_
```","C 0001495",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"Let’s just call this `base36`. It’s enough to document that it returns a lowercase string (as you already have).","C 0001496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
":scissors: this empty line.","C 0001497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
":scissors:","C 0001498",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"I know this came from the `base58` docs, but the comma after “length” is unnecessary. Can you remove it here and above?","C 0001499",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"The result *will* contain lowercase alphanumeric characters. :wink:_x000D_
_x000D_
Please add a period to the end of this sentence.","C 0001500",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"This constant is no longer used.","C 0001501",0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
"This has a nearly 50% chance of being unable to use the random byte and having to fall back to random number... it'd presumably be worth benchmarking before spending any real effort on it, but a quick shot at something that should be cheaper: (Someone want to check my maths?)_x000D_
_x000D_
```ruby_x000D_
idx = byte / 7_x000D_
```_x000D_
_x000D_
","C 0001502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Might be, I would actually rewrite both base58 and base36 to use a much more pedestrian_x000D_
_x000D_
```_x000D_
n.times.map { alphabet[SecureRandom.random_number(alphabet.length) }.join_x000D_
```_x000D_
_x000D_
More method calls but probably ""less clever"" is better in this case. I didn't touch the implementation because I was thinking ""this byte trickery for obtaining bytes from a potentially-slow SecureRandom is here for a reason""_x000D_
","C 0001503",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Just didn't want to touch it since this is not what the PR is about and this would need microbenchmarks etc.","C 0001504",0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,1,0
"I was curious enough to follow through, so:_x000D_
_x000D_
Benchmark: https://gist.github.com/matthewd/6827623f4e0308943e8c82db490cc118_x000D_
_x000D_
We do generally avoid programming to microbenchmarks in high level library code, but I think the other side of that policy is being more accepting of minor ugliness when we're building lower level primitives. _x000D_
_x000D_
(As a point of comparison, it'd be entirely silly to switch to base32 just because we can generate them twice as fast. This is purely about ""there's a measurably-faster way to achieve the same thing for a similar amount of code"".)","C 0001505",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Noted, I'll open a patch for this once I'm done with #34827 ","C 0001506",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"This also merits a changelog entry. Can you please add one?","C 0001507",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"@sikachu @georgeclaghorn thank you for your comments. `base58(k).downcase` is a cheap solution indeed, because otherwise I would have to add a base36 implementation to SecureRandom which would increase the API surface there (while not reused anywhere else). I can copy-paste the implementation for `base58` with base36 into the Blob class proper if that will be the preference._x000D_
_x000D_
@sikachu as it stands now ActiveStorage::Blob keys are not immune to collisions and this is actually a severe issue, see #34805 - but I do get your point that we should probably use the entropy source better.","C 0001508",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"I think it's fine to add `base32` just for Active Storage. `base58` was added only for Active Record's secure token as well. I think making SecureRandom generate base32 will still be safer than base58 and downcase._x000D_
_x000D_
However, I'm not really sure that `base32` or `base36` should be used here. Base58 actually exclude some characters that are ambiguous, same goes with base32. We may be able to use `base32` and conform to RFC 4648, then just make sure that the length we choose is multiplication of 8 so we don't have to add padding._x000D_
_x000D_
I actually found this implementation of base32 here which is under MIT license, so I think we may be able to use as a reference: https://github.com/stesla/base32/blob/a65a6cded0b37a61d10c5a1bef400464eb353cb1/lib/base32.rb#L56-L62","C 0001509",0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
"Why would you want the key to be base64 and/or base32 conformant? It does not give you extra guarantees of uniqueness or the like, but it does force you to do bookkeeping to have N-complement key lengths (28 is 4-complement) and creates those `=`s. Base58  does omit chars that look similar (""lowercase-L versus 1"" etc) but I don't know if this has value when you are dealing with a ""bag of keys"" situation at all.","C 0001510",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ah, I agree with you that this is a bag of key situation and hence it does not really matter. I just thought that base32 is closest to what we want to archive (single-case alphabets and numeric) and is one of the standard so adding this to the core would have a high probability of it being reused, despite this is its first usage._x000D_
_x000D_
I think I'm going to have to ask @georgeclaghorn if ""omitting the similar looking characters"" is one of the feature we want or is it just that base58 is already available so we just use it. If it doesn't matter, then maybe base36 will be fine, otherwise I think base32 will be a great addition to the core as well.","C 0001511",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"Base36 sounds fine to me, but the implementation as it stands now needs to move to [the SecureRandom extension](https://github.com/rails/rails/blob/a796b993ad3717f9a0b3d5be070311ab7a0c95ba/activesupport/lib/active_support/core_ext/securerandom.rb), where it can live alongside `SecureRandom.base58`.","C 0001512",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"🎉 please squash-merge since there are quite a few interim commits","C 0001513",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Thank you! :heart:","C 0001514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"would something like this be simpler?_x000D_
```ruby_x000D_
normalized = normalize_detail(message, options)_x000D_
details[attribute.to_sym].any? {|e| normalized.all? {|k,v| e[k] == v} } _x000D_
```_x000D_
","C 0001515",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Well, actually it isn't the same, see an example_x000D_
_x000D_
```ruby_x000D_
person = Person.new_x000D_
person.errors.add :name, :too_long, count: 25, actual_count: 42_x000D_
# should return `false` since we are missing `actual_count: 42`,_x000D_
# but with your implementation it returns `true`_x000D_
assert_not person.errors.added? :name, :too_long, count: 25_x000D_
```_x000D_
(I've added this case to the test in order to prevent any regression in the future)","C 0001516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"If possible, could this be worked on my branch instead? I've tried to resolve several conflicts in the past year, basically needing to re-understand the intention and re-implement the fix. Each resolve takes many hours to do.","C 0001517",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Thank you but the current behavior is the expected and the behavior in 5.2.1 was a bug.","C 0001518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"@bogdanvlviv we could also implement your PR, but that would be a change in the behavior so I don't think we should backport. What do you think? Also a new method like https://github.com/rails/rails/issues/34629#issuecomment-445373052 could make sense.","C 0001519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Sorry, I hadn't noticed https://github.com/rails/rails/issues/34652#issuecomment-445368949 and that https://github.com/rails/rails/commit/ad739f59aa0fd81850010cedf992b81b24da9ff1 isn't regression but a bug fix, so I do agree with you there is nothing to backport._x000D_
_x000D_
Also, I agree that behaviour now is expected since `added?` should reflect  method call `add`, and our docs clearly explain that `If the error message requires an option, then it returns +true+ with the correct option, or +false+ with an incorrect or missing option.`:_x000D_
_x000D_
```ruby_x000D_
person.errors.add(:name, :greater_than, count: 5)_x000D_
person.errors.added?(:name, :greater_than) # false_x000D_
person.errors.added?(:name, :greater_than, count: 5) # true_x000D_
```_x000D_
_x000D_
> Also a new method like #34629 (comment) could make sense._x000D_
_x000D_
Yeah, it is a good idea to add `def of_kind?(attribute, message = :invalid)`. I'll do it in separate PR._x000D_
_x000D_
Thanks!","C 0001520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"> Currently, we do not generate Action Mailbox files_x000D_
_x000D_
This is the reason I didn’t add it myself.","C 0001521",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Gotcha. @georgeclaghorn  probably make sense to add this test from this PR to master?_x000D_
```ruby_x000D_
  def test_generator_skips_action_mailbox_when_skip_active_record_is_given_x000D_
    run_generator [destination_root, ""--skip-active-record""]_x000D_
    assert_file ""#{application_path}/config/application.rb"", /#\s+require\s+[""']action_mailbox\/engine[""']/_x000D_
  end_x000D_
```","C 0001522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"That’d be great. Can you open a new PR with that test, please?","C 0001523",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"I just opened a new PR with that test https://github.com/rails/rails/pull/34820","C 0001524",0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"```suggestion_x000D_
* How to test incoming emails._x000D_
```","C 0001525",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"```suggestion_x000D_
* How to generate and route emails to a mailbox._x000D_
```","C 0001526",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"I know this is fussy, but *setup* is a noun. *Set up* is the verb form._x000D_
_x000D_
```suggestion_x000D_
Install migrations needed for `InboundEmail` and ensure Active Storage is set up:_x000D_
```","C 0001527",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This came from the README, but can we go with “Configuration” here?_x000D_
_x000D_
```suggestion_x000D_
## Configuration_x000D_
```","C 0001528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"```suggestion_x000D_
Then set up a mailbox:_x000D_
```","C 0001529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"Thank you for the review! :bowing_man: I just fixed the mentioned typos.","C 0001530",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hey @summera thanks for taking the time to open a PR! Unfortunately we don't generally accept new features into Active Support. Sometimes if a feature seems applicable to a large number of applications we accept AS PRs but I don't think this PR meets that requirement. Thanks again, hope you contribute in the future!","C 0001531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"It's fewer lines, but I don't find that easier to read.","C 0001532",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Do we still need these lines?  Can not be specified in service?","C 0001533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Removed packages from the global section and moved to the matrix where they are required.","C 0001534",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"Is this still need?","C 0001535",0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0
